product_name,in_stores,in_warehouse,total
Zoya Luna Drawstring Maxi Dress - Black,4,0,4
Vivo Studio Crew Neck Tee in Rib - Teal,3,1,4
Safari Naledi Bishop Sleeve Tiered Dress - Beige / Black Wia Print,3,1,4
Vivo Sakari Circular Loose Top in Chiffon - Brown / Grey Textured Print,2,2,4
Safari by Vivo Savannah Drawstring Shacket - Brown,1,3,4
Vivo Lalani Turtle Neck Sweater Dress - Chocolate / Mustard Samba Print,2,2,4
Vivo Basic Sleeveless Tent Dress in Crepe - White / Olive Print,4,0,4
Vivo Basic Puff Sleeved Bodycon - Dark Teal,3,1,4
Vivo Alek 3/4 Sleeve A-Line Kimono - Teal / Black Umbo Print,3,1,4
Vivo Diella V-Neck Jumpsuit - Cream / Black Print,3,1,4
Vivo Waridi Sleeveless Overcoat - Burgundy,1,3,4
Vivo Everyday Cap Sleeve Top in Jersey - Mustard,4,0,4
Vivo Mandla Tent Dress - Dark Pink,4,0,4
Vivo Basic Double Layered Capri Skirt - Chocolate,3,1,4
Vivo Essentials Biker Shorts - Black,3,1,4
Vivo Basic Cap Sleeve Bodycon - Light Grey,4,0,4
Vivo Samira Cape Dress - Brown Print,3,1,4
Vivo Muna Cap Sleeved Knee Length Dress - Off White,4,0,4
Vivo Scalloped Kimono In Crepe - Lime / Dark Green Print,2,2,4
Vivo Isabi Loose Top In Chiffon,2,2,4
Safari Njano Wide Leg Pants - Shama Print,4,0,4
Vivo Maxi Kaftan in Satin - Olive / Dark Green Rozi Print,4,0,4
Vivo Isabi Cowl Top - Black,2,2,4
Zoya Basic Halter Tie Top - White,4,0,4
Safari Savannah Kitenge Midi Wrap Dress - Lashi Print,3,1,4
Vivo Basic Val Long Sleeve Top - Dark Olive,3,1,4
Vivo Liora Wide Leg Pants - Coral / Navy Ziza Print,3,1,4
Vivo Chela Sleeveless Waterfall - Black,2,2,4
Vivo High Low Top In Crepe - White / Yellow Rozi Print,4,0,4
Safari by Vivo Naledi Tiered Dress in Cotton - Off White / Hunters Print,3,1,4
Vivo Sierra Cap Sleeve Tent Chiffon Dress - Black,4,0,4
Vivo Liora Sleeveless Drawstring Top In Satin - Dark Mustard / Black Print,2,2,4
Vivo X This Is Essential  Short Sleeve Bodysuit - Grey,2,2,4
Zoya Sadira Cargo Shorts - Taupe,4,0,4
Safari Kikoy Shirred Top Maxi Dress - Gold,1,3,4
Safari Kikoy Tie Back Maxi Dress - Firozi,2,2,4
Vivo Basic Cap Sleeve Top In Crepe - Maroon,4,0,4
Vivo Ayla Maxi Kaftan Dress - Red / Black Fani Print,4,0,4
Vivo Liora Side Drawstring Kaftan Dress - Mint Green Print,2,2,4
Vivo Nimali Satin Blouse - Black,2,2,4
Safari Tafari Off Shoulder Crop Top - Black Brown Shade C,3,1,4
Vivo Sierra Maxi Dress in Chiffon - Orange / Black Bori Print,3,1,4
Vivo Chidii Drop Shoulder Kimono - Mustard / Dark Teal Tulu Print,4,0,4
Vivo Reversible Poncho without Fringes - Coffee Brown / Taupe Samba Print,4,0,4
Vivo Analo Wide Leg Pants - Black,3,1,4
Vivo Basic 3/4 Sleeved Double Layered Bodysuit - Hunters,4,0,4
Vivo Ayla Off-Shoulder Dress - Tan / Black Meti Print,2,2,4
Vivo Hanabi Wrap Maxi Dress - Dark Red,3,1,4
Zoya Party Cowl Bare Back Mini Dress - Black,4,0,4
Vivo Basic Cap Sleeve Maxi Tent Dress - Blue / Black Print,3,1,4
Vivo Tanda Skirt & Top Set - Navy,4,0,4
Safari Lira Panelled Camisole Top - Black,4,0,4
Vivo Wastani Drawstring Pants - Light Grey,3,1,4
Vivo Hadiya Flounce Sleeve Maxi Dress - Navy Blue,2,2,4
Vivo Essentials Palazzo Pants - Burgundy,2,2,4
Vivo Sakari Circular Loose Top - Taupe / Grey Print,1,3,4
Vivo Soleil Handkerchief Drape Wide Top - Dark Mustard / Peach,4,0,4
Zoya Taani Mini Dress - Navy,4,0,4
Vivo Maisha Kimono in Crepe - Grey / Black Abstract Print,3,1,4
Vivo Ayla Maxi Kimono - Navy / Peach Alya Print,1,3,4
Shiv & Shikie X Safari Boxy T Shirt - Olive,4,0,4
Safari Savannah Kitenge Chinese Collar Shirt - Shama Print,3,1,4
Safari Mali Bishop Sleeve Tent Dress - Khaki,4,0,4
Zoya Party Drawstring Hoodie - Safron,4,0,4
Vivo Nimali Satin Flounce Kimono - Lilac,2,2,4
Vivo Essi Wide Leg Pants - Black,4,0,4
Vivo Basic Drop Shoulder Top - Yellow,3,1,4
Vivo Merika Satin Wrap Top - Fuschia / Green Iya Print,4,0,4
Vivo Basic Long Sleeved Top - Rust,1,3,4
Vivo Niari Tent Dress - Light Purple,3,1,4
Safari by Vivo Mansi Wide Hem Embroidered Tent Dress - Hunters,3,1,4
Safari by Vivo Zehra Kitenge Short Kimono - Vovi Print,1,3,4
Vivo Ria Mock Neck Top - Fuschia,4,0,4
Vivo Zena Bishop Panel Long Sleeve Round Neck Dress - Light Navy Blue,2,2,4
Zoya Temo Asymmetric Front Cut Crop Top - Black,4,0,4
Vivo Kelemi 4.0 Sleeveless Top - Navy / Mustard Nashe Print,4,0,4
Zoya Yuni Sleeveless Turtle Neck Maxi Top - White,4,0,4
Vivo Niari Sleeveless Top - Rust,3,1,4
Zoya Taani Easy Fit Joggers - Black,4,0,4
Safari Mara Shirred Bishop Sleeve Dress - Taupe,2,2,4
Vivo Wide Leg Pants in Textured Satin - Dusty Green / Black Print,3,1,4
Vivo Basic Long Sleeved Double Layered Bodycon - Hunters Green,4,0,4
Vivo Basic Crepe Bishop Sleeve Top - Navy / Mustard Print,4,0,4
Vivo Lalani Scarf With Fringes - Light Emerald Green / Ivory Samba Print,3,1,4
Safari Kamari Wide Leg Pants - Navy Blue,4,0,4
Vivo Nasinka A-Line Knee Length Dress - Sea Green / Burgundy Print,4,0,4
Vivo Hari Flared Sleeve Tunic - Red,4,0,4
Safari Zene Off Shoulder Top - Yellow,3,1,4
Vivo Saida Cap Sleeve Top - Mustard / Black,4,0,4
Vivo Basic Cap Sleeve Tent Knee Length Dress - Navy / Off White Print,4,0,4
Zoya Men's Cargo Pants - Dark Grey,4,0,4
Vivo Iyana Bubble Midi Skirt - Green / Pink Iya Print,4,0,4
Vivo Tatari Knee Length Coat - Navy Blue,1,3,4
Vivo Maisha Wide High Low Top - White / Orange Ika Print,3,1,4
Vivo Talia Maxi Slip Skirt - White,3,1,4
Vivo Rema Waterfall - Mustard,2,2,4
Vivo Zena Shirred Waist Maxi Shirt Dress in Crepe - Light Olive,4,0,4
Vivo Basic Imelda Top - Hunters,0,4,4
Vivo Kitenge Infinity Jumpsuit - Bukavu,2,2,4
Vivo Basic Cap Sleeve Tent Knee Length Dress in Crepe - White / Dark Green Ula Print,4,0,4
Vivo Selah Mock Neck Top in Stretch Rib - Buttermilk,2,2,4
Vivo Chela Tank Top - Taupe,2,2,4
Zoya Aridi Cropped Jacket - Blue Flannel / Navy,4,0,4
Vivo Izzy Satin Bishop Sleeve Top - Navy Blue,3,1,4
Vivo Liora Scalloped Maxi Top - Red,4,0,4
Zoya Luna High Slit Dress - Navy,4,0,4
Vivo Talia Sleeveless Tank Top - White / Lilac Alia Print,1,3,4
Safari Lira Panelled Camisole Top - Navy Blue,4,0,4
Safari Kikoy Wrap Dress - Red Blue,0,4,4
Vivo Maxi Kaftan in Satin - Mustard / Dark Green Rozi Print,4,0,4
Vivo Wingu Puff Sleeve Knee Length Dress - Light Navy,3,1,4
Vivo Kelemi 4.0 Kimono - Navy / Mustard Nashe Print,2,2,4
Safari by Vivo Mansi Wide Hem Embroidered Tent Dress - Black,4,0,4
Vivo High Low Top In Crepe - Yellow / Black Rozi Print,4,0,4
Vivo Basic Kena Tent Maxi Dress - Navy Blue,3,1,4
Zoya Sadira Mini Bubble Dress - Hunters,4,0,4
Vivo Takali Tunic Top In Satin - Mustard / Red Arisi Print,3,1,4
Safari Naledi Wrap Top - Black,2,2,4
Vivo Dalia Sleeveless Gathered Tent Dress - Beige / Black Print,2,2,4
Vivo Chela Drawstring Shorts - Light Taupe,3,1,4
Vivo Sakari Drop Shoulder Jumpsuit in Crepe - Black / Mustard Print,4,0,4
Zoya Basic Tank Top - Mustard,3,1,4
Vivo Basic Crepe Pants - Blue / White Print,3,1,4
Vivo Basic Satin Bishop Sleeve Top - Chocolate,4,0,4
Safari Naledi Gathered Panel Wrap Dress - White,4,0,4
Vivo Loose Tops - Rfs 3,2,2,4
Vivo Sierra Cap Sleeve Tent Chiffon Dress - Chocolate / Rust Yana Print,3,1,4
Vivo Liora Wide Leg Pants - White / Red Rozi Print,4,0,4
Vivo Basic Sleeveless Tent Kimono - Mint,3,1,4
Vivo Seli Head Wrap - White,2,2,4
Safari by Vivo Zehra Kitenge Pants - Moli Print,3,1,4
Zoya Yuni Strappy Midriff Top - Navy,3,1,4
Vivo Scalloped Kimono in Crepe - Brown / Tan Print,1,3,4
Vivo Basic Crepe Bishop Sleeve Top - Rust / Black Print,3,1,4
Safari Zene High Low Shirt Dress - Teal,4,0,4
Vivo Chela Sleeveless Waterfall - Taupe,3,1,4
Vivo Basic Cap Sleeve Top In Crepe - Rose Pink,4,0,4
Safari by Vivo Adinkra Tank in Rib - Chocolate,3,1,4
Vivo Basic Nalia High-low Chiffon Top - Black / Blue Print,1,3,4
Soko Maxi Cala Earrings - Gold,4,0,4
Vivo Yumi Cap Sleeve Dress - Purple,1,3,4
Zoya Capri Leggings - Hunters,4,0,4
Vivo Laika 3/4 Sleeve Tent Dress In Crepe - Buttermilk / Black Laki Print,4,0,4
Safari by Vivo Zehra Kitenge Short Kimono - Pollo Print,4,0,4
Vivo Merika Satin Wrap Top - Yellow,2,2,4
Shiv & Shikie X Safari Drawstring Shorts - White,2,2,4
Shiv & Shikie X Safari Drawstring Pants - Light Grey,2,2,4
Vivo Wastani Drawstring Pants - Lime / Hunters Marra Print,2,2,4
Vivo Iyana Cape Top - Mustard,4,0,4
Vivo Basic Val Long Sleeve Top - Navy Blue,3,1,4
Zoya Basic Val Tank Top - Forest Green,4,0,4
Vivo Nimali Satin Shorts - Red,4,0,4
Vivo Merika Satin Wrap Top - Grey / Black Animal Print,3,1,4
Vivo Niari Pleated Dress in Crepe - Black,3,1,4
Safari Zene Drop Shoulder Top - Taupe,1,3,4
Vivo Nasinka V-Neck Maxi Dress - Lime,1,3,4
Vivo X This Is Essential  Sleeveless High Neck Bodysuit - Grey,3,1,4
Vivo Basic Sleeveless Long Lily Waterfall - Yellow,2,2,4
Vivo Lani Maxi Dress In Satin - Light Green / Black Print,4,0,4
Vivo Basic Open Kaftan - Navy Blue / Mustard Print,3,1,4
Safari Tafari Highlow Top in Kitenge - Sika Print,3,1,4
Vivo Niari straight leg Pants - Orange,4,0,4
Vivo Selah Mock Neck Top in Stretch Rib - Lilac,3,1,4
Vivo Saida 3/4 Sleeve Top - Lime,3,1,4
Vivo Basic Double Layered Long Sleeved Bodysuit - Red,3,1,4
Vivo Situ Side Slit Midi Kimono - Black,3,1,4
Vivo Niari Full Length Pants - Olive Pinstripes,1,3,4
Vivo Short Kimono - Blue / Pink Azizi Print,2,2,4
Vivo Analo Sleeveless Tie Kimono - Orange,2,2,4
Vivo Liora Side Drawstring Kaftan Dress - Light Pink / Fuschia Print,2,2,4
Zoya Yuni One - Shoulder Crop Top - White,1,3,4
Vivo Basic Joy Sweater - Red,4,0,4
Vivo Basic Escape A-Line Dress - White,4,0,4
Zoya Capri Leggings - Black,4,0,4
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Isola Print,3,1,4
Vivo Basic Drop Shoulder Top - Navy Blue,2,2,4
Vivo Basic Waterfall - Deep Teal,4,0,4
Vivo Rema High Low Maxi Dress - Peach,4,0,4
Safari Mali Bishop Sleeve Tent Dress - Black,3,1,4
Vivo Kitenge Tie Top - Jura,4,0,4
Vivo High Low Top In Crepe - White / Blue  Rozi Print,4,0,4
Vivo Zawadi Shift Dress - Black / Yellow Print,4,0,4
Zoya Yuni Strappy Midriff Top - Taupe,3,1,4
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Zuberi Print,3,1,4
Vivo 2-Way Wrap Top - Sipo Print,2,2,4
Vivo Ayla Maxi Kimono - Hunters / Cream Yla Print,3,1,4
Zoya Vasha Raglan Sleeve Playsuit - Green / Yellow,4,0,4
Safari Mali 3/4 Bishop Sleeve Tie Top - Baby Blue,4,0,4
Vivo Lani Maxi Top - Taupe / Green Ruvu Print,4,0,4
Vivo Basic Sleeveless Long Lily Waterfall - Tan,2,2,4
Zoya Banda Men's Cargo Pants - White,4,0,4
Vivo Kelemi 4.0 Frilled Wide Top - White,4,0,4
Vivo Chela Scalloped Sleeveless Top - Lilac,2,2,4
Vivo Samira Maxi Kimono - Teal / Red Print,2,2,4
Vivo Essentials Lounge Pants - Taupe,4,0,4
Vivo Short Kimono - Navy / Red Maya Print,4,0,4
Safari Tafari Highlow Top in Kitenge - Saso Print,4,0,4
Vivo Talia Maxi Slip Skirt - Navy,2,2,4
Vivo Sleeveless Side  Slit Midi  Waterfall - Burgundy,2,2,4
Zawadi Keyhole Dress - Orange,3,1,4
Vivo Ayah Shirred Cuff Loose Top - Dark Purple,4,0,4
Vivo Essi Front Slit Maxi Top - Rust,4,0,4
Vivo Chela Wide Leg Pants - Buttermilk,2,2,4
Vivo Everyday Cap Sleeve Top - Yellow,4,0,4
Vivo Serwa Flounce Dress - Sea Green,4,0,4
Vivo Basic Extra Long Lily Waterfall - Hunters Green,2,2,4
Vivo Alora Shift Dress - Khaki,4,0,4
Safari Men's Kitenge Drawstring Shorts - Tari Print,4,0,4
Safari by Vivo Zehra Kitenge Pants - Pambo Print,4,0,4
Vivo Basic Crepe Pants - Yellow / Chocolate Tiki Print,4,0,4
Zoya Shani Off Shoulder Crop Top - Navy / Peach Sani Print,4,0,4
Zoya Sadira Men's Polo T-Shirt  - Grey,4,0,4
Safari by Vivo Zehra Extra Wide Shirt in Linen - Black,4,0,4
Zoya Basic Jersey Bandeau  - Hunters Green,4,0,4
Vivo Zahari Sweatheart Neck Jumpsuit - Maroon / Black Print,3,1,4
Vivo Safa Skirt - Off White,2,2,4
Vivo Long Sleeve Midi Waterfall - Offwhite,3,1,4
Vivo Lulu Cotton Tent Mini Dress - Navy,4,0,4
Vivo Chela Sleeveless Waterfall - Lilac,2,2,4
Safari by Vivo Zehra Kitenge Pants - Vovi Print,4,0,4
Safari Tafari Highlow Top in Kitenge - Raba Print,4,0,4
Safari Anga Wide Shorts - Navy Blue / Orange Ankara Print,1,3,4
Vivo Tatari Panelled Skirt - Black / Olive,3,1,4
Zoya Luna Drawstring Maxi Dress - Navy,4,0,4
Vivo Kitenge Wide Leg Pants - Green / Black Adia Print,2,2,4
Vivo Pelia Round Neck Dress - Mustard,4,0,4
Vivo Ayah Satin Pants - Lilac / Black Ullu Print,4,0,4
Vivo Solei Shorts(without lining) - Black / White Print,2,2,4
Vivo Iyana Cape Top - Lilac,4,0,4
Safari by Vivo Zehra Extra Wide Shirt in Linen - Red,4,0,4
Vivo Basic Tulip Sweater - Mustard,4,0,4
Vivo Short Basic Waterfall - White,4,0,4
Vivo Nimali Satin Shorts - Grey,4,0,4
Zoya X Metamorphisized 143 Cropped Jacket - Blue / Black,4,0,4
Safari Tawi Flounce Tent Dress - Lime Green,2,2,4
Vivo Liora Wide Leg Pants - Teal,3,1,4
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Avira Print,4,0,4
Vivo Tatili Long Sleeve Bishop Top - Mint / Yellow Kari Print,4,0,4
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Nira Print,4,0,4
Vivo Basic Crepe Cap Sleeved Top In Crepe - Mustard,2,2,4
Vivo Kaisa Short Sleeve Maxi Bodycon - Mustard,4,0,4
Vivo Chidii Wide Leg Pants - Mustard / Dark Teal Tulu Print,4,0,4
Safari Mansi Straight Leg Pants - Navy,0,4,4
Vivo Basic Lined Capri Skirt - Navy Blue,4,0,4
Zoya Taani Sleeveless Midriff Top - Navy,4,0,4
Vivo Maisha Top & Pant Set - Pink / Chocolate Print,3,1,4
Vivo Nimali Satin Flounce Kimono - Dawn,2,2,4
Vivo Tatili Long Sleeve Bishop Top - Navy / Yellow Kari Print,3,1,4
Vivo Basic Crepe Bishop Sleeve Top - Cream / Olive Print,3,1,4
Vivo Merika Satin Wrap Top - Cream / Black Animal Print,4,0,4
Vivo Kani 3/4 Sleeve Knee Length Dress - Dark Green,4,0,4
Safari by Vivo Zehra Kitenge Short Kimono - Vuga Print,4,0,4
Vivo Basic Straight Leg Pants - Navy,3,1,4
Vivo Everyday Long Sleeve Top In Jersey - Chocolate,4,0,4
Vivo Lalani Scarf Without Fringes - Mustard / Black Ukwi Print,3,1,4
Safari Kamari Halter Shirt - Orange,3,1,4
Vivo Takali 3/4 Sleeve Tie Top - Dark Teal,2,2,4
Vivo Nandi High Slit Kimono - Tan / Gold Print,2,2,4
Safari Kikoy Joggers - Black,1,3,4
Zoya Temo Bubble Mini Skirt - Hunters,4,0,4
Vivo Kelemi 4.0 Kimono - Lilac / Olive Nashe Print,3,1,4
Vivo Basic Long Sleeve Tent Shirt Dress - Navy,4,0,4
Vivo Ayah Bishop Sleeve Mock Neck Top - Green / Peach Zani Print,3,1,4
Vivo Seli Maxi Dress - Off White / Light Blue Amari Print,4,0,4
Zoya Basic Tank Top - Tan,3,1,4
Vivo Basic Sleeveless Tent Dress - Tan/Black Print,3,1,4
Vivo Nandi High Slit Kimono - Light Grey / Black Print,3,1,4
Vivo Zahari Straight Leg Pants - Navy,3,1,4
Vivo Basic Long Sleeved Bishop Top - Navy / Brown Lowa Print,2,2,4
Vivo Rema 3/4 Sleeve Side Slit Tunic Top - Burnt Orange,4,0,4
Safari by Vivo Zehra 3/4 Sleeve Kitenge Maxi Dress - Jelani Print,4,0,4
Vivo Alani Boat Neck Midi Dress - Black Checkered Print,4,0,4
Zoya Nia Wide Leg Shorts - Blue/Lime Green Abstract print,4,0,4
Vivo Iyana Knee Length Bubble Dress - Orange / Black Iya Print,3,1,4
Vivo Dua 3/4 Sleeved V Neck Shirt - Sea Green,3,1,4
Safari Tara Bishop Sleeve Dress - Navy / Red Maya Print,3,1,4
Vivo Liora Wide Leg Pants - Red / Black Ziza Print,4,0,4
Zoya Basic  Raglan Sleeve Midriff Top - Navy,4,0,4
Vivo Liora Drawstring Kimono Sleeve Top - White,4,0,4
Safari Tafari High Slit Kimono - Black / Kala Print,4,0,4
Safari Nimali Bubble Sleeve Top - Teal,4,0,4
Vivo Basic Round Neck Maxi Dress - Mustard / Orange Ika Print,4,0,4
Vivo Basic A-line Maxi Skirt - Teal,0,4,4
Safari Kikoy Tie Back Maxi Dress - Dark Red,3,1,4
Safari by Vivo  Tara Bishop Sleeve Dress - Maroon / Pink Ara Print,3,1,4
Zoya Nia Cargo Shorts - Black,3,1,4
Vivo Yumi Maxi Shirt Dress - Burgundy / Peach Print,4,0,4
Zoya Yuni High Slit Dress - Orange,0,4,4
Safari Kikoy Tie Back Maxi Dress - Dusty Pink,4,0,4
Vivo Basic Crepe Pants - Navy / Orange Aber Print,2,2,4
Vivo Maisha Straight Leg Pants in Crepe - Black / Olive Print,4,0,4
Vivo Basic Strappy Cowl Top - Navy,4,0,4
Vivo Samira Slip Skirt - Dark Green,2,2,4
Vivo Nasinka A-Line Knee Length Dress - Red / Black Fani Print,4,0,4
Vivo Chesi Wide Leg Pants - Mint / Hunters Green Hesi Print,2,2,4
Vivo Bana Batwing Top - Mustard,3,1,4
Shiv & Shikie X Safari V-Neck Long Sleeve T-shirt - Light Grey,1,3,4
Zoya  Taani Maxi Dress - Black,4,0,4
Vivo Short Kimono - Tana Print,2,2,4
Vivo Hoodie High Low Poncho - Mustard,1,3,4
Safari Tafari Wrap Skirt - Wami Print,2,2,4
Vivo Essi Front Slit Maxi Top - Olive,3,1,4
Vivo Dua Satin Bishop Sleeve Top - Dark Mustard / Black Print,3,1,4
Vivo Rema Waterfall - Dark Taupe,2,2,4
Vivo Basic Sleeveless Jersey Waterfall - Hunters Green,4,0,4
Vivo Safa Drop Shoulder Top - Dark Red,4,0,4
Vivo Maxi Kimono in Chiffon - Yellow / Black Print,4,0,4
Vivo Isabi Cowl Top - Orange / Black Tiki Print,1,3,4
Vivo Sleeveless Blazer - Asmara,1,3,4
Vivo Hanabi Wrap Maxi Dress - Dark Rust,2,2,4
Vivo Iyana Cape Top in Chiffon - Black,4,0,4
Safari Tafari Shorts - Lusi Print,3,1,4
Zoya Basic Jersey Bandeau - Hunters Green,4,0,4
Safari Kamari Front Slit Midi Skirt - Black,4,0,4
Vivo Takali Tunic Top In Satin - Lilac / Black Arisi Print,2,1,3
Vivo Nasinka A-Line Maxi Dress - Orange / Black Tilla Print,3,0,3
Vivo Dalia Sleeveless Tie Midi Dress in Print Cotton - Mint Multicolor Print,3,0,3
Vivo Waridi Sleeveless Overcoat - Wine Red,1,2,3
Safari by Vivo Zehra Barrel Pants - White,3,0,3
Safari Men's Cargo Pants - Light Grey,1,2,3
Safari Kamari Wide Leg Pants - Hunters Green,1,2,3
Vivo Nimali Satin Shorts - Pink,3,0,3
Vivo Kelemi 4.0 Halter Maxi Dress - Navy,1,2,3
Vivo Basic Sienna Waterfall -  Dark Taupe,3,0,3
Vivo Leila Short Sleeve Bodycon - White,3,0,3
Vivo Wide-Leg Pants - Asmara,3,0,3
X This Is Essential Scooped Neck Bralette - Navy Blue / White,1,2,3
Zoya Temo Men's Patched Straight Leg Pants - Blue Camo / Blue,3,0,3
Vivo Zahari 3/4 Sleeve Off-Shoulder Jumpsuit - Teal / Mustard Print,2,1,3
Safari Sizani Barrel Pants - Black,3,0,3
Safari Naledi 3/4 Sleeve Tent Dress - Yellow Puff Stripes,2,1,3
Vivo Situ Off-Shoulder Tie Maxi Dress - Sea Green / Dark Teal Lina Print,3,0,3
Vivo Samira High Low Top - Black / Cream Sira Print,3,0,3
Vivo Chela Wide Leg Pants - Black,1,2,3
Vivo Kitenge Multi Purpose Wrap - Green / Orange Ankara Print,1,2,3
Vivo Leila Short Sleeve Bodycon - Burgundy,3,0,3
Safari Zene Off Shoulder Dress - Navy Blue,2,1,3
Vivo Hamle Side Twist Tie Bodycon - Burgundy,2,1,3
Vivo Yene Front Tie Tunic Top - Dark Teal,0,3,3
Vivo Liora Side Drawstring Kaftan Dress - Cream / Brown Print,2,1,3
Vivo Basic Sienna Waterfall - Rust,3,0,3
Vivo Safiya Back Pleat Dress - Burnt Orange,3,0,3
Vivo Yene Wide Leg Pants - Hot Pink,1,2,3
Vivo Maisha Drop Shoulder Maxi Dress - Rust,3,0,3
Vivo Nala Shirt Dress - Navy Blue,2,1,3
Vivo Mock Maxi Dress - Taupe,1,2,3
Vivo Wide Top in Satin - Light Grey / Rust Rozi Print,3,0,3
Vivo Maisha Straight Leg Pants in Crepe - Brown / Grey Print,3,0,3
Zoya Party Cowl Bare Back Mini Dress - Safron / Mustard Waridi Print,2,1,3
Safari by Vivo Zehra Embroidered Linen Kimono - Burgundy,1,2,3
Vivo Zuri Cap Sleeve Knee Length Dress - Dark Green,2,1,3
Vivo Basic Leila Short Waterfall - White,1,2,3
Vivo Basic Cap Sleeve Maxi Tent Dress - Dark Green,3,0,3
Vivo Basic Extra Long Lily Waterfall - Mustard,1,2,3
Vivo Selah Double Layered Coat - Black,3,0,3
Vivo Scalloped Kimono in Crepe - Black / Orange Print,3,0,3
Vivo Ayah Kimono - Orange / Black Tullu Print,2,1,3
Safari by Vivo Zehra Kitenge Shorts - Vuga Print,3,0,3
Safari by Vivo Zehra Kitenge Shorts - Moli Print,3,0,3
Vivo Lena Slim Fit Pants - Black / White Stripes,3,0,3
Vivo Selah Midi Skirt - Buttermilk,2,1,3
Zoya Yuni Off Shoulder Bodysuit - Navy Blue,3,0,3
Vivo Lulu Cotton Tent Mini Dress - Burgundy,1,2,3
Vivo Chidii Off Shoulder Maxi Dress - Green,3,0,3
Vivo Basic Tsavo Scalloped Chiffon Top - Navy Blue,2,1,3
Vivo Basic Long Lily Waterfall - Yellow,2,1,3
Zoya Yuni Short Sleeve Midriff Top - Orange,3,0,3
Vivo Kitenge Wide Leg Pants - Lashi,3,0,3
Vivo Basic Sleeveless Tent Dress - Rust,3,0,3
Zoya Yuni Sleeveless Turtle Neck Maxi Top - Lime Yellow,3,0,3
Vivo Nkasi Asymmetrical Top - Teal / Burgundy Kasi Print,2,1,3
Vivo Kitenge Wide Leg Pants - Ashai,3,0,3
Zoya Basic Tank Top - Orange,3,0,3
Vivo Amai Hi-Low Top - Dark Brown,1,2,3
Vivo Hooded Kimono With Elastic Cuff - Black,3,0,3
Safari Naledi Wrap Top - Purple,3,0,3
Vivo Basic Extra Long Lily Waterfall - Tan,3,0,3
Vivo Bana Batwing Top - Light Olive,2,1,3
Vivo Ari Short Sleeve Top - Black,3,0,3
Vivo Seli Head Wrap - Lilac,1,2,3
Vivo Imara Cap Sleeve Sheath Dress - Navy,3,0,3
Vivo Basic Double Layered Long Sleeved Bodysuit - Deep Teal,0,3,3
Safari Nazari Coat Dress - Navy / Peach Johari Print,2,1,3
Safari Tiwa Straight Leg Pants - Black,2,1,3
Vivo Chela Pants in Jersey - Black,3,0,3
Vivo Rema Straight Leg Pants - Dark Olive,3,0,3
Vivo Dua Satin Bishop Sleeve Top - Beige / Black Ala Print,3,0,3
Safari Kamari Halter Shirt - Rust Orange,2,1,3
Vivo Wastani 3/4 Shirred Sleeve Wide Tunic - Magenta / Black Zia Print,2,1,3
Vivo Isabi Bodysuit - White,2,1,3
Vivo Everyday Cap Sleeve Top - Navy,2,1,3
Vivo Kelemi Ruffle Sleeve Top - Yellow / Green Lana Print,3,0,3
Vivo Basic Tolani Jersey Dress - Hunters Green,3,0,3
Vivo Isabi Sleeveless Kimono - Light Brown / Maroon Pasi Print,3,0,3
Safari by Vivo Zehra Extra Wide Shirt in Linen - Orange,1,2,3
Safari by Vivo Zehra Drawstring Pants - Black,1,2,3
Safari Njano Tie Front Wide Top - White,2,1,3
Safari by Vivo Savannah Drawstring Shacket in Linen - Tan,0,3,3
Vivo Maisha Drop Shoulder Maxi Dress In Rayon - Light Brown / Cream Print,2,1,3
Vivo Niari Tent Dress - Orange,2,1,3
Vivo Ayah Satin Pants - Mustard / Black Ullu Print,3,0,3
Vivo Knee length Dress - Rfs 1,3,0,3
Vivo Vinna Slit Sleeve Top - Hunters / Orange  Nina Print,3,0,3
Zoya Banda Drop Shoulder Unisex Wide Jacket - Pink,3,0,3
Zoya Banda Unisex Shacket - Pink,2,1,3
Vivo Safa Slit Side Top - Mustard,2,1,3
Vivo Ayla Crepe Pants - Pink / Burgundy Hawa Print,3,0,3
Zoya Luna Cargo Pants - Mustard,3,0,3
Vivo Vinna Slit Sleeve Top - White / Black,3,0,3
Zoya Basic Jersey Bandeau  - Safron,3,0,3
Vivo Full Length Pants - Fs 3,3,0,3
Vivo Izzy Satin Bishop Sleeve Top - Light Purple,2,1,3
Vivo Ajani V-Neck Top - Black,3,0,3
Vivo Basic Nandi High Slit Kimono - White,3,0,3
Vivo Maisha 3/4 Sleeve High Low Top - Off White / Black Print,1,2,3
Vivo Chela Drawstring Shorts - Royal Blue,3,0,3
Vivo Ava Front Pleat Maxi Dress - Peach / Navy Print,3,0,3
Safari by Vivo Zehra Kitenge Pants - Kosi Print,3,0,3
Vivo Basic Short Waterfall - Burgundy,3,0,3
Safari Tawi Off-Shoulder Top - Black,3,0,3
Vivo Liora Satin Drawstring Kimono Sleeve Top - Hunters Textured Print,2,1,3
Vivo Dua 3/4 Sleeved V Neck Shirt - Lilac / Eggplant Arisi Print,1,2,3
